location	chromosome	start	end	bases	gc	mappability	blacklist	residual	use
X:29900001-30000000	X	29900001	30000000	100	36.754	88.8249	0	NA	FALSE
X:30000001-30100000	X	30000001	30100000	100	37.594	82.2403	0	NA	FALSE
X:30100001-30200000	X	30100001	30200000	100	38.046	87.5504	0	NA	FALSE
X:30200001-30300000	X	30200001	30300000	100	41.006	92.0015	0	NA	FALSE
X:30300001-30400000	X	30300001	30400000	100	38.391	88.0751	0	NA	FALSE
X:30400001-30500000	X	30400001	30500000	100	37.685	87.275	0	NA	FALSE
X:30500001-30600000	X	30500001	30600000	100	38.306	86.0301	0	NA	FALSE
X:30600001-30700000	X	30600001	30700000	100	41.762	80.8485	0	NA	FALSE
X:30700001-30800000	X	30700001	30800000	100	39.782	80.3845	0	NA	FALSE
X:30800001-30900000	X	30800001	30900000	100	40.629	92.1435	0	NA	FALSE
X:30900001-31000000	X	30900001	31000000	100	40.028	94.2685	0.156	NA	FALSE
X:31000001-31100000	X	31000001	31100000	100	39.927	88.2632	0	NA	FALSE
X:31100001-31200000	X	31100001	31200000	100	39.015	94.2801	0	NA	FALSE
X:31200001-31300000	X	31200001	31300000	100	39.447	93.1722	0	NA	FALSE
X:31300001-31400000	X	31300001	31400000	100	38.499	86.8716	0.025	NA	FALSE
X:31400001-31500000	X	31400001	31500000	100	38.958	84.1699	0	NA	FALSE
X:31500001-31600000	X	31500001	31600000	100	37.654	87.3169	0	NA	FALSE
X:31600001-31700000	X	31600001	31700000	100	35.875	95.3893	0	NA	FALSE
X:31700001-31800000	X	31700001	31800000	100	36.245	90.5694	0	NA	FALSE
X:31800001-31900000	X	31800001	31900000	100	36.762	92.531	0	NA	FALSE
X:31900001-32000000	X	31900001	32000000	100	35.749	93.9102	0	NA	FALSE
X:32000001-32100000	X	32000001	32100000	100	35.724	95.8669	0	NA	FALSE
X:32100001-32200000	X	32100001	32200000	100	37.013	93.8356	0	NA	FALSE
X:32200001-32300000	X	32200001	32300000	100	35.661	90.4109	0	NA	FALSE
X:32300001-32400000	X	32300001	32400000	100	33.944	95.8181	0	NA	FALSE
X:32400001-32500000	X	32400001	32500000	100	34.186	92.318	0	NA	FALSE
X:32500001-32600000	X	32500001	32600000	100	35.537	93.3869	0	NA	FALSE
X:32600001-32700000	X	32600001	32700000	100	36.042	92.8459	0.179	NA	FALSE
X:32700001-32800000	X	32700001	32800000	100	36.188	89.1428	0	NA	FALSE
X:32800001-32900000	X	32800001	32900000	100	36.824	91.0098	0	NA	FALSE
X:32900001-33000000	X	32900001	33000000	100	36.69	91.7921	0	NA	FALSE
X:33000001-33100000	X	33000001	33100000	100	35.888	90.8306	0	NA	FALSE
X:33100001-33200000	X	33100001	33200000	100	36.716	88.7367	0	NA	FALSE
X:33200001-33300000	X	33200001	33300000	100	34.636	93.9506	0	NA	FALSE
X:33300001-33400000	X	33300001	33400000	100	35.227	91.4432	0	NA	FALSE
X:33400001-33500000	X	33400001	33500000	100	36.049	90.8064	0	NA	FALSE
X:33500001-33600000	X	33500001	33600000	100	36.503	88.3643	0	NA	FALSE
X:33600001-33700000	X	33600001	33700000	100	34.829	90.7041	0	NA	FALSE
X:33700001-33800000	X	33700001	33800000	100	35.135	90.3267	0	NA	FALSE
X:33800001-33900000	X	33800001	33900000	100	35.649	90.6265	0	NA	FALSE
X:33900001-34000000	X	33900001	34000000	100	37.028	92.3647	0	NA	FALSE
X:34000001-34100000	X	34000001	34100000	100	35.122	94.5147	0	NA	FALSE
X:34100001-34200000	X	34100001	34200000	100	36.222	85.7302	0	NA	FALSE
X:34200001-34300000	X	34200001	34300000	100	35.21	88.9297	0.09	NA	FALSE
X:34300001-34400000	X	34300001	34400000	100	36.117	90.942	0	NA	FALSE
X:34400001-34500000	X	34400001	34500000	100	37.225	81.697	0	NA	FALSE
X:34500001-34600000	X	34500001	34600000	100	35.887	90.3922	0	NA	FALSE
X:34600001-34700000	X	34600001	34700000	100	36.649	94.8809	0	NA	FALSE
X:34700001-34800000	X	34700001	34800000	100	36.202	91.0865	0	NA	FALSE
X:34800001-34900000	X	34800001	34900000	100	36.223	85.3685	0	NA	FALSE
X:34900001-35000000	X	34900001	35000000	100	36.918	91.3541	0	NA	FALSE
X:35000001-35100000	X	35000001	35100000	100	37.849	90.8095	0	NA	FALSE
X:35100001-35200000	X	35100001	35200000	100	36.721	88.8277	0	NA	FALSE
X:35200001-35300000	X	35200001	35300000	100	36.576	88.2953	0	NA	FALSE
X:35300001-35400000	X	35300001	35400000	100	37.409	88.6372	0	NA	FALSE
X:35400001-35500000	X	35400001	35500000	100	36.654	90.1823	0	NA	FALSE
X:35500001-35600000	X	35500001	35600000	100	37.246	87.6539	0.124	NA	FALSE
X:35600001-35700000	X	35600001	35700000	100	36.715	83.6482	0	NA	FALSE
X:35700001-35800000	X	35700001	35800000	100	36.183	92.815	0	NA	FALSE
X:35800001-35900000	X	35800001	35900000	100	36.939	91.2042	0	NA	FALSE
X:35900001-36000000	X	35900001	36000000	100	35.59	89.0959	0	NA	FALSE
X:36000001-36100000	X	36000001	36100000	100	35.164	88.3366	0	NA	FALSE
X:36100001-36200000	X	36100001	36200000	100	34.946	87.4753	0	NA	FALSE
X:36200001-36300000	X	36200001	36300000	100	36.02	88.3868	0	NA	FALSE
X:36300001-36400000	X	36300001	36400000	100	34.266	91.546	0	NA	FALSE
X:36400001-36500000	X	36400001	36500000	100	37.362	83.8574	0	NA	FALSE
X:36500001-36600000	X	36500001	36600000	100	36.515	92.45	0	NA	FALSE
X:36600001-36700000	X	36600001	36700000	100	36.067	89.813	0	NA	FALSE
X:36700001-36800000	X	36700001	36800000	100	42.453	88.0311	0.206	NA	FALSE
X:36800001-36900000	X	36800001	36900000	100	36.338	94.3728	0	NA	FALSE
X:36900001-37000000	X	36900001	37000000	100	37.466	87.083	0	NA	FALSE
X:37000001-37100000	X	37000001	37100000	98.256	40.1746458231558	75.1086	0	NA	FALSE
X:37100001-37200000	X	37100001	37200000	51.744	38.4179808286951	82.1409	0	NA	FALSE
X:37200001-37300000	X	37200001	37300000	100	37.616	88.7445	0	NA	FALSE
X:37300001-37400000	X	37300001	37400000	100	41.173	74.0755	0	NA	FALSE
X:37400001-37500000	X	37400001	37500000	100	39.824	71.8203	0	NA	FALSE
X:37500001-37600000	X	37500001	37600000	100	38.666	93.512	0	NA	FALSE
X:37600001-37700000	X	37600001	37700000	100	38.146	87.9161	0	NA	FALSE
X:37700001-37800000	X	37700001	37800000	100	38.83	90.6876	0	NA	FALSE
X:37800001-37900000	X	37800001	37900000	100	38.233	88.9129	0	NA	FALSE
X:37900001-38000000	X	37900001	38000000	100	37.655	95.2314	0	NA	FALSE
X:38000001-38100000	X	38000001	38100000	100	41.39	95.061	0	NA	FALSE
X:38100001-38200000	X	38100001	38200000	100	38.602	91.0169	0	NA	FALSE
X:38200001-38300000	X	38200001	38300000	100	39.687	90.8231	0	NA	FALSE
X:38300001-38400000	X	38300001	38400000	100	39.114	88.1368	0	NA	FALSE
X:38400001-38500000	X	38400001	38500000	100	38.572	93.8657	0	NA	FALSE
X:38500001-38600000	X	38500001	38600000	100	39.989	91.5902	0	NA	FALSE
X:38600001-38700000	X	38600001	38700000	100	39.522	91.2183	0	NA	FALSE
X:38700001-38800000	X	38700001	38800000	100	41.266	93.1934	0	NA	FALSE
X:38800001-38900000	X	38800001	38900000	100	40.063	95.552	0	NA	FALSE
X:38900001-39000000	X	38900001	39000000	100	40.267	87.8548	0	NA	FALSE
X:39000001-39100000	X	39000001	39100000	100	43.427	92.3144	0	NA	FALSE
X:39100001-39200000	X	39100001	39200000	100	42.851	90.1966	0	NA	FALSE
X:39200001-39300000	X	39200001	39300000	100	43.649	90.623	0	NA	FALSE
X:39300001-39400000	X	39300001	39400000	100	47.027	97.4663	0	NA	FALSE
X:39400001-39500000	X	39400001	39500000	100	45.926	88.5585	0	NA	FALSE
X:39500001-39600000	X	39500001	39600000	100	46.03	94.7325	0	NA	FALSE
X:39600001-39700000	X	39600001	39700000	100	48.655	91.0694	0	NA	FALSE
X:39700001-39800000	X	39700001	39800000	100	49.148	91.7773	0	NA	FALSE
X:39800001-39900000	X	39800001	39900000	100	49.033	88.0999	0	NA	FALSE
X:39900001-40000000	X	39900001	40000000	100	51.352	91.3121	0	NA	FALSE
X:40000001-40100000	X	40000001	40100000	100	50.642	83.6835	0	NA	FALSE
X:40100001-40200000	X	40100001	40200000	100	47.352	86.1271	0	NA	FALSE
X:40200001-40300000	X	40200001	40300000	100	45.367	88.6514	0	NA	FALSE
X:40300001-40400000	X	40300001	40400000	100	47.445	90.4451	0	NA	FALSE
X:40400001-40500000	X	40400001	40500000	100	43.513	85.5413	0	NA	FALSE
X:40500001-40600000	X	40500001	40600000	100	39.766	90.1925	0	NA	FALSE
X:40600001-40700000	X	40600001	40700000	100	42.568	80.5496	0	NA	FALSE
X:40700001-40800000	X	40700001	40800000	100	42.062	82.2449	0	NA	FALSE
X:40800001-40900000	X	40800001	40900000	100	42.777	77.6856	0	NA	FALSE
X:40900001-41000000	X	40900001	41000000	100	40.595	83.1678	0	NA	FALSE
X:41000001-41100000	X	41000001	41100000	100	38.031	89.0423	0	NA	FALSE
X:41100001-41200000	X	41100001	41200000	100	47.6	73.8101	0	NA	FALSE
X:41200001-41300000	X	41200001	41300000	100	44.782	71.3693	0	NA	FALSE
X:41300001-41400000	X	41300001	41400000	100	45.249	80.9151	0	NA	FALSE
X:41400001-41500000	X	41400001	41500000	100	39.172	83.6187	0	NA	FALSE
X:41500001-41600000	X	41500001	41600000	100	39.422	82.5414	0	NA	FALSE
X:41600001-41700000	X	41600001	41700000	100	38.261	82.7796	0	NA	FALSE
X:41700001-41800000	X	41700001	41800000	100	37.854	93.9914	0	NA	FALSE
X:41800001-41900000	X	41800001	41900000	100	38.697	86.2234	0	NA	FALSE
X:41900001-42000000	X	41900001	42000000	100	39.533	92.4688	0	NA	FALSE
X:42000001-42100000	X	42000001	42100000	100	40.983	85.3225	0	NA	FALSE
X:42100001-42200000	X	42100001	42200000	100	38.024	85.9973	0	NA	FALSE
X:42200001-42300000	X	42200001	42300000	100	39.142	84.5802	0	NA	FALSE
X:42300001-42400000	X	42300001	42400000	100	38.604	89.2936	0	NA	FALSE
X:42400001-42500000	X	42400001	42500000	100	37.74	85.9378	0	NA	FALSE
X:42500001-42600000	X	42500001	42600000	100	38.435	85.3113	0	NA	FALSE
X:42600001-42700000	X	42600001	42700000	100	39.551	87.0677	0	NA	FALSE
X:42700001-42800000	X	42700001	42800000	100	37.261	84.8898	0	NA	FALSE
X:42800001-42900000	X	42800001	42900000	100	37.108	90.8435	0	NA	FALSE
X:42900001-43000000	X	42900001	43000000	100	36.249	93.333	0	NA	FALSE
X:43000001-43100000	X	43000001	43100000	100	37.829	90.198	0	NA	FALSE
X:43100001-43200000	X	43100001	43200000	100	38.015	82.6989	0	NA	FALSE
X:43200001-43300000	X	43200001	43300000	100	38.089	90.6863	0	NA	FALSE
X:43300001-43400000	X	43300001	43400000	100	39.431	92.1393	0	NA	FALSE
X:43400001-43500000	X	43400001	43500000	100	39.928	85.7124	0	NA	FALSE
X:43500001-43600000	X	43500001	43600000	100	40.286	83.4405	0	NA	FALSE
X:43600001-43700000	X	43600001	43700000	100	39.836	93.3017	0	NA	FALSE
X:43700001-43800000	X	43700001	43800000	100	39.139	90.5576	0	NA	FALSE
X:43800001-43900000	X	43800001	43900000	100	39.862	93.1376	0	NA	FALSE
X:43900001-44000000	X	43900001	44000000	100	40.042	90.1848	0	NA	FALSE
X:44000001-44100000	X	44000001	44100000	100	39.918	94.289	0	NA	FALSE
X:44100001-44200000	X	44100001	44200000	100	39.787	85.1575	0	NA	FALSE
X:44200001-44300000	X	44200001	44300000	100	39.562	82.7336	0	NA	FALSE
X:44300001-44400000	X	44300001	44400000	100	42.485	79.0293	0	NA	FALSE
X:44400001-44500000	X	44400001	44500000	100	43.441	70.5865	0	NA	FALSE
X:44500001-44600000	X	44500001	44600000	100	42.51	76.9552	0	NA	FALSE
X:44600001-44700000	X	44600001	44700000	100	42.714	69.9194	0	NA	FALSE
X:44700001-44800000	X	44700001	44800000	100	41.207	81.8461	0	NA	FALSE
X:44800001-44900000	X	44800001	44900000	100	38.877	79.2689	0	NA	FALSE
X:44900001-45000000	X	44900001	45000000	100	36.461	88.0496	0	NA	FALSE
X:45000001-45100000	X	45000001	45100000	100	42.927	90.4679	0	NA	FALSE
X:45100001-45200000	X	45100001	45200000	100	37.629	90.737	0	NA	FALSE
X:45200001-45300000	X	45200001	45300000	100	38.829	89.191	0	NA	FALSE
X:45300001-45400000	X	45300001	45400000	100	38.285	85.7342	0	NA	FALSE
X:45400001-45500000	X	45400001	45500000	100	38.008	90.2994	0	NA	FALSE
X:45500001-45600000	X	45500001	45600000	100	39.489	87.3219	0	NA	FALSE
X:45600001-45700000	X	45600001	45700000	100	40.355	92.7399	0	NA	FALSE
X:45700001-45800000	X	45700001	45800000	100	41.257	88.2878	0	NA	FALSE
X:45800001-45900000	X	45800001	45900000	100	37.871	83.8684	0	NA	FALSE
X:45900001-46000000	X	45900001	46000000	100	37.922	70.4484	0	NA	FALSE
X:46000001-46100000	X	46000001	46100000	100	38.604	85.549	0	NA	FALSE
X:46100001-46200000	X	46100001	46200000	100	41.521	84.2413	0	NA	FALSE
X:46200001-46300000	X	46200001	46300000	100	40.92	79.8395	0	NA	FALSE
X:46300001-46400000	X	46300001	46400000	100	41.64	73.9636	0	NA	FALSE
X:46400001-46500000	X	46400001	46500000	100	44.008	85.5903	0	NA	FALSE
X:46500001-46600000	X	46500001	46600000	100	40.437	82.798	0	NA	FALSE
X:46600001-46700000	X	46600001	46700000	100	43.006	82.0436	0	NA	FALSE
X:46700001-46800000	X	46700001	46800000	100	40.416	86.0662	0	NA	FALSE
X:46800001-46900000	X	46800001	46900000	100	39.827	88.5042	0	NA	FALSE
X:46900001-47000000	X	46900001	47000000	100	43.866	80.084	0	NA	FALSE
X:47000001-47100000	X	47000001	47100000	100	50.379	90.1623	0	NA	FALSE
X:47100001-47200000	X	47100001	47200000	100	46.54	71.9201	0.066	NA	FALSE
X:47200001-47300000	X	47200001	47300000	100	45.142	74.0957	0	NA	FALSE
X:47300001-47400000	X	47300001	47400000	100	43.943	80.6193	0	NA	FALSE
X:47400001-47500000	X	47400001	47500000	100	48.263	89.2352	0	NA	FALSE
X:47500001-47600000	X	47500001	47600000	100	42.851	84.534	0	NA	FALSE
X:47600001-47700000	X	47600001	47700000	100	40.659	80.0862	0	NA	FALSE
X:47700001-47800000	X	47700001	47800000	100	39.13	87.6449	0.364	NA	FALSE
X:47800001-47900000	X	47800001	47900000	100	43.208	77.8108	0	NA	FALSE
X:47900001-48000000	X	47900001	48000000	100	44.983	67.8389	0	NA	FALSE
X:48000001-48100000	X	48000001	48100000	100	43.633	53.4124	0	NA	FALSE
X:48100001-48200000	X	48100001	48200000	100	43.943	45.4271	0	NA	FALSE
X:48200001-48300000	X	48200001	48300000	100	43.767	31.3265	0	NA	FALSE
X:48300001-48400000	X	48300001	48400000	100	49.678	84.199	0	NA	FALSE
X:48400001-48500000	X	48400001	48500000	100	46.94	73.9125	0	NA	FALSE
X:48500001-48600000	X	48500001	48600000	100	47.762	82.7021	0	NA	FALSE
X:48600001-48700000	X	48600001	48700000	100	49.219	86.4637	0	NA	FALSE
X:48700001-48800000	X	48700001	48800000	100	48.338	70.734	0	NA	FALSE
X:48800001-48900000	X	48800001	48900000	100	49.915	76.115	0	NA	FALSE
X:48900001-49000000	X	48900001	49000000	100	50.774	74.4261	0	NA	FALSE
X:49000001-49100000	X	49000001	49100000	100	52.514	85.2965	0	NA	FALSE
X:49100001-49200000	X	49100001	49200000	100	48.193	64.0939	0	NA	FALSE
X:49200001-49300000	X	49200001	49300000	50	44.658	7.68377	0	NA	FALSE
X:49300001-49400000	X	49300001	49400000	100	44.237	25.2025	0	NA	FALSE
X:49400001-49500000	X	49400001	49500000	100	42.232	87.5951	0	NA	FALSE
X:49500001-49600000	X	49500001	49600000	100	39.886	86.7174	0	NA	FALSE
X:49600001-49700000	X	49600001	49700000	100	41.316	93.6731	0	NA	FALSE
X:49700001-49800000	X	49700001	49800000	100	39.46	81.0986	0	NA	FALSE
X:49800001-49900000	X	49800001	49900000	100	39.696	87.7537	0	NA	FALSE
X:49900001-50000000	X	49900001	50000000	74.173	42.3806506410689	90.652	0	NA	FALSE
X:50000001-50100000	X	50000001	50100000	75.827	40.8113205058884	75.6497	0	NA	FALSE
X:50100001-50200000	X	50100001	50200000	100	40.758	96.7612	0	NA	FALSE
X:50200001-50300000	X	50200001	50300000	100	39.506	94.3197	0	NA	FALSE
X:50300001-50400000	X	50300001	50400000	100	40.828	89.7901	0	NA	FALSE
X:50400001-50500000	X	50400001	50500000	100	39.079	89.6469	0	NA	FALSE
X:50500001-50600000	X	50500001	50600000	100	40.034	91.2442	0	NA	FALSE
X:50600001-50700000	X	50600001	50700000	100	39.084	92.1765	0	NA	FALSE
X:50700001-50800000	X	50700001	50800000	100	41.038	78.5502	0	NA	FALSE
X:50800001-50900000	X	50800001	50900000	100	39.764	83.411	0	NA	FALSE
X:50900001-51000000	X	50900001	51000000	100	39.639	80.1299	0	NA	FALSE
X:51000001-51100000	X	51000001	51100000	100	40.244	77.8401	0	NA	FALSE
X:51100001-51200000	X	51100001	51200000	100	39.075	81.7205	0.198	NA	FALSE
X:51200001-51300000	X	51200001	51300000	100	39.99	67.2572	0	NA	FALSE
X:51300001-51400000	X	51300001	51400000	100	38.879	73.5617	0	NA	FALSE
X:51400001-51500000	X	51400001	51500000	100	41.778	69.9664	0	NA	FALSE
X:51500001-51600000	X	51500001	51600000	100	38.166	89.6921	0	NA	FALSE
X:51600001-51700000	X	51600001	51700000	100	38.708	86.0088	0	NA	FALSE
X:51700001-51800000	X	51700001	51800000	100	38.872	61.7266	0	NA	FALSE
X:51800001-51900000	X	51800001	51900000	100	41.584	58.0061	0	NA	FALSE
X:51900001-52000000	X	51900001	52000000	100	41.23	57.958	0	NA	FALSE
X:52000001-52100000	X	52000001	52100000	100	40.712	81.889	0	NA	FALSE
X:52100001-52200000	X	52100001	52200000	100	40.177	40.6126	0	NA	FALSE
X:52200001-52300000	X	52200001	52300000	100	43.525	25.5563	0	NA	FALSE
X:52300001-52400000	X	52300001	52400000	95.914	40.3371770544446	39.1896	0	NA	FALSE
X:52400001-52500000	X	52400001	52500000	54.086	41.6688237251784	25.5373	0	NA	FALSE
X:52500001-52600000	X	52500001	52600000	100	43.328	41.5809	0	NA	FALSE
X:52600001-52700000	X	52600001	52700000	100	43.815	57.7795	0	NA	FALSE
X:52700001-52800000	X	52700001	52800000	100	43.838	25.2558	0	NA	FALSE
X:52800001-52900000	X	52800001	52900000	100	42.645	54.6317	0	NA	FALSE
X:52900001-53000000	X	52900001	53000000	100	47.233	51.4832	0	NA	FALSE
X:53000001-53100000	X	53000001	53100000	100	44.133	80.4499	0	NA	FALSE
X:53100001-53200000	X	53100001	53200000	100	44.084	79.6952	0	NA	FALSE
X:53200001-53300000	X	53200001	53300000	100	48.625	90.6002	0	NA	FALSE
X:53300001-53400000	X	53300001	53400000	100	46.639	84.4668	0	NA	FALSE
X:53400001-53500000	X	53400001	53500000	100	46.257	82.2545	0	NA	FALSE
X:53500001-53600000	X	53500001	53600000	100	45.475	77.9769	0	NA	FALSE
X:53600001-53700000	X	53600001	53700000	100	39.54	91.4674	0	NA	FALSE
X:53700001-53800000	X	53700001	53800000	100	42.192	82.0253	0	NA	FALSE
X:53800001-53900000	X	53800001	53900000	100	40.931	68.5401	0	NA	FALSE
X:53900001-54000000	X	53900001	54000000	100	42.35	70.5901	0	NA	FALSE
X:54000001-54100000	X	54000001	54100000	100	43.237	81.2569	0	NA	FALSE
X:54100001-54200000	X	54100001	54200000	100	42.798	66.6486	0	NA	FALSE
X:54200001-54300000	X	54200001	54300000	100	40.046	83.489	0	NA	FALSE
X:54300001-54400000	X	54300001	54400000	100	41.39	79.1106	0	NA	FALSE
X:54400001-54500000	X	54400001	54500000	100	46.787	75.4342	0.07	NA	FALSE
X:54500001-54600000	X	54500001	54600000	100	46.666	78.3568	0	NA	FALSE
X:54600001-54700000	X	54600001	54700000	100	38.513	76.192	0	NA	FALSE
X:54700001-54800000	X	54700001	54800000	100	40.349	65.5297	0	NA	FALSE
X:54800001-54900000	X	54800001	54900000	100	43.318	74.1831	0	NA	FALSE
X:54900001-55000000	X	54900001	55000000	100	41.171	76.0039	0	NA	FALSE
X:55000001-55100000	X	55000001	55100000	100	40.443	81.1325	0	NA	FALSE
X:55100001-55200000	X	55100001	55200000	100	40.127	81.2843	0	NA	FALSE
X:55200001-55300000	X	55200001	55300000	100	38.342	77.3961	5.775	NA	FALSE
X:55300001-55400000	X	55300001	55400000	100	40.091	71.9619	0	NA	FALSE
X:55400001-55500000	X	55400001	55500000	100	40.034	65.4132	0	NA	FALSE
X:55500001-55600000	X	55500001	55600000	100	40.522	75.5355	0	NA	FALSE
X:55600001-55700000	X	55600001	55700000	100	38.096	74.273	0	NA	FALSE
X:55700001-55800000	X	55700001	55800000	100	40.176	72.7081	0	NA	FALSE
X:55800001-55900000	X	55800001	55900000	100	39.742	67.9463	0	NA	FALSE
X:55900001-56000000	X	55900001	56000000	100	38.468	74.7209	0	NA	FALSE
X:56000001-56100000	X	56000001	56100000	100	39.194	75.3645	0	NA	FALSE
X:56100001-56200000	X	56100001	56200000	100	37.629	71.5393	0	NA	FALSE
X:56200001-56300000	X	56200001	56300000	100	39.349	75.0328	0	NA	FALSE
X:56300001-56400000	X	56300001	56400000	100	38.987	59.0325	0	NA	FALSE
X:56400001-56500000	X	56400001	56500000	100	38.972	54.4324	0	NA	FALSE
X:56500001-56600000	X	56500001	56600000	100	37.801	78.6847	0	NA	FALSE
X:56600001-56700000	X	56600001	56700000	100	39.367	66.379	0	NA	FALSE
X:56700001-56800000	X	56700001	56800000	100	40.175	73.7116	0	NA	FALSE
X:56800001-56900000	X	56800001	56900000	100	43.901	72.1994	0	NA	FALSE
X:56900001-57000000	X	56900001	57000000	100	38.886	60.9644	0	NA	FALSE
X:57000001-57100000	X	57000001	57100000	100	38.568	77.3956	0	NA	FALSE
X:57100001-57200000	X	57100001	57200000	100	39.796	68.5933	0	NA	FALSE
X:57200001-57300000	X	57200001	57300000	100	38.435	78.347	0	NA	FALSE
X:57300001-57400000	X	57300001	57400000	100	37.288	74.9883	0	NA	FALSE
X:57400001-57500000	X	57400001	57500000	100	37.965	71.2787	0	NA	FALSE
X:57500001-57600000	X	57500001	57600000	100	37.291	73.4538	0	NA	FALSE
X:57600001-57700000	X	57600001	57700000	100	39.148	71.5535	0	NA	FALSE
X:57700001-57800000	X	57700001	57800000	100	37.378	70.4221	0	NA	FALSE
X:57800001-57900000	X	57800001	57900000	100	39.214	63.6206	0	NA	FALSE
X:57900001-58000000	X	57900001	58000000	100	39.299	82.8509	0	NA	FALSE
X:58000001-58100000	X	58000001	58100000	100	38.116	85.6202	10.257	NA	FALSE
X:58100001-58200000	X	58100001	58200000	100	42.379	86.4376	30.036	NA	FALSE
X:58200001-58300000	X	58200001	58300000	100	47.661	97.2369	16.976	NA	FALSE
X:58300001-58400000	X	58300001	58400000	100	41.195	87.8009	78.54	NA	FALSE
X:58400001-58500000	X	58400001	58500000	100	36.862	70.5307	89.724	NA	FALSE
X:58500001-58600000	X	58500001	58600000	82.012	37.978588499244	38.7612	73.404	NA	FALSE
X:58600001-58700000	X	58600001	58700000	0	NA	0	0	NA	FALSE
X:58700001-58800000	X	58700001	58800000	0	NA	0	0	NA	FALSE
X:58800001-58900000	X	58800001	58900000	0	NA	0	0	NA	FALSE
X:58900001-59000000	X	58900001	59000000	0	NA	0	0	NA	FALSE
X:59000001-59100000	X	59000001	59100000	0	NA	0	0	NA	FALSE
X:59100001-59200000	X	59100001	59200000	0	NA	0	0	NA	FALSE
X:59200001-59300000	X	59200001	59300000	0	NA	0	0	NA	FALSE
X:59300001-59400000	X	59300001	59400000	0	NA	0	0	NA	FALSE
X:59400001-59500000	X	59400001	59500000	0	NA	0	0	NA	FALSE
X:59500001-59600000	X	59500001	59600000	0	NA	0	0	NA	FALSE
X:59600001-59700000	X	59600001	59700000	0	NA	0	0	NA	FALSE
X:59700001-59800000	X	59700001	59800000	0	NA	0	0	NA	FALSE
X:59800001-59900000	X	59800001	59900000	0	NA	0	0	NA	FALSE
X:59900001-60000000	X	59900001	60000000	0	NA	0	0	NA	FALSE
X:60000001-60100000	X	60000001	60100000	0	NA	0	0	NA	FALSE
X:60100001-60200000	X	60100001	60200000	0	NA	0	0	NA	FALSE
X:60200001-60300000	X	60200001	60300000	0	NA	0	0	NA	FALSE
X:60300001-60400000	X	60300001	60400000	0	NA	0	0	NA	FALSE
X:60400001-60500000	X	60400001	60500000	0	NA	0	0	NA	FALSE
X:60500001-60600000	X	60500001	60600000	0	NA	0	0	NA	FALSE
X:60600001-60700000	X	60600001	60700000	0	NA	0	0	NA	FALSE
X:60700001-60800000	X	60700001	60800000	0	NA	0	0	NA	FALSE
X:60800001-60900000	X	60800001	60900000	0	NA	0	0	NA	FALSE
X:60900001-61000000	X	60900001	61000000	0	NA	0	0	NA	FALSE
X:61000001-61100000	X	61000001	61100000	0	NA	0	0	NA	FALSE
X:61100001-61200000	X	61100001	61200000	0	NA	0	0	NA	FALSE
X:61200001-61300000	X	61200001	61300000	0	NA	0	0	NA	FALSE
X:61300001-61400000	X	61300001	61400000	0	NA	0	0	NA	FALSE
X:61400001-61500000	X	61400001	61500000	0	NA	0	0	NA	FALSE
X:61500001-61600000	X	61500001	61600000	0	NA	0	0	NA	FALSE
X:61600001-61700000	X	61600001	61700000	17.988	40.7327106960196	6.14983	18.166	NA	FALSE
X:61700001-61800000	X	61700001	61800000	100	38.365	41.8906	100	NA	FALSE
X:61800001-61900000	X	61800001	61900000	100	36.67	56.3921	100	NA	FALSE
X:61900001-62000000	X	61900001	62000000	100	37.669	82.7764	74.732	NA	FALSE
X:62000001-62100000	X	62000001	62100000	100	37.369	82.1642	39.593	NA	FALSE
X:62100001-62200000	X	62100001	62200000	100	36.053	74.0543	0	NA	FALSE
X:62200001-62300000	X	62200001	62300000	100	37.437	82.0876	0	NA	FALSE
X:62300001-62400000	X	62300001	62400000	100	38.737	57.6202	0	NA	FALSE
X:62400001-62500000	X	62400001	62500000	100	39.621	50.0035	0	NA	FALSE
X:62500001-62600000	X	62500001	62600000	100	38.73	73.3322	0	NA	FALSE
X:62600001-62700000	X	62600001	62700000	100	38.644	79.6051	0	NA	FALSE
X:62700001-62800000	X	62700001	62800000	100	37.113	73.3176	0	NA	FALSE
X:62800001-62900000	X	62800001	62900000	100	39.178	73.7765	0	NA	FALSE
X:62900001-63000000	X	62900001	63000000	100	40.712	94.9805	0	NA	FALSE
X:63000001-63100000	X	63000001	63100000	100	40.918	77.0669	0	NA	FALSE
X:63100001-63200000	X	63100001	63200000	100	40.048	77.5855	0	NA	FALSE
X:63200001-63300000	X	63200001	63300000	100	38.822	76.8924	0	NA	FALSE
X:63300001-63400000	X	63300001	63400000	100	38.774	69.3256	0	NA	FALSE
X:63400001-63500000	X	63400001	63500000	100	43.456	84.8433	0	NA	FALSE
X:63500001-63600000	X	63500001	63600000	100	38.712	76.1311	0	NA	FALSE
X:63600001-63700000	X	63600001	63700000	100	40.406	80.7076	0	NA	FALSE
X:63700001-63800000	X	63700001	63800000	100	38.567	59.5705	0	NA	FALSE
X:63800001-63900000	X	63800001	63900000	100	39.577	70.6513	0	NA	FALSE
X:63900001-64000000	X	63900001	64000000	100	37.035	78.5387	0	NA	FALSE
X:64000001-64100000	X	64000001	64100000	100	38.792	78.688	0	NA	FALSE
